,status,id,code_gender,flag_own_car,flag_own_realty,cnt_children,amt_income_total,name_income_type,name_education_type,name_family_status,name_housing_type,days_birth,days_employed,flag_mobil,flag_work_phone,flag_phone,flag_email,occupation_type,cnt_fam_members
9264,0,5096059,f,n,n,2,73350.0,working,secondary_/_secondary_special,married,house_/_apartment,-14321,-7068,1,0,0,0,medicine_staff,4.0
14924,0,5150420,f,n,y,0,67500.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-22116,365243,1,0,0,0,,1.0
10308,0,5106092,m,n,y,0,225000.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-15841,-1403,1,0,1,0,managers,1.0
8198,0,5090129,m,n,y,1,315000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11377,-1100,1,0,0,1,drivers,3.0
12896,0,5135455,f,n,y,0,225000.0,working,secondary_/_secondary_special,separated,house_/_apartment,-16991,-231,1,0,0,0,laborers,1.0
13337,0,5137532,m,n,n,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-14854,-3518,1,1,0,0,drivers,2.0
10218,0,5105795,f,n,n,0,112500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-19399,-5782,1,0,1,0,,2.0
14646,0,5149370,f,n,y,0,180000.0,pensioner,secondary_/_secondary_special,civil_marriage,house_/_apartment,-21369,365243,1,0,1,0,,2.0
4343,0,5048365,f,n,n,0,108000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-22182,365243,1,0,0,0,,1.0
3239,0,5038827,m,y,y,0,135000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-22240,365243,1,0,0,0,,2.0
8629,0,5091555,f,n,y,0,247500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-12309,-2788,1,0,1,0,laborers,2.0
14855,0,5150067,f,n,y,2,225000.0,commercial_associate,higher_education,married,house_/_apartment,-11290,-625,1,1,0,1,core_staff,4.0
11852,0,5117616,f,n,n,0,166500.0,working,higher_education,married,house_/_apartment,-21466,-3992,1,0,0,0,core_staff,2.0
3675,0,5044757,f,n,y,1,121500.0,working,incomplete_higher,single_/_not_married,house_/_apartment,-13609,-1621,1,0,0,0,,2.0
12950,0,5135612,m,y,n,0,270000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-16197,-3000,1,0,0,0,drivers,2.0
8525,0,5091227,m,n,y,0,360000.0,working,secondary_/_secondary_special,married,house_/_apartment,-19330,-777,1,0,0,0,drivers,2.0
10516,0,5112923,f,n,y,0,112500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-20679,365243,1,0,0,0,,2.0
8537,0,5091244,f,y,n,0,112500.0,working,secondary_/_secondary_special,married,house_/_apartment,-16279,-1478,1,0,0,0,medicine_staff,2.0
6860,0,5067702,m,y,y,0,450000.0,working,higher_education,married,house_/_apartment,-19087,-4434,1,0,1,0,managers,2.0
3815,0,5045754,m,y,y,0,202500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14893,-2604,1,0,0,0,laborers,2.0
627,1,5010838,f,n,y,0,180000.0,pensioner,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-21648,365243,1,0,1,0,,2.0
794,0,5021337,f,n,y,0,90000.0,state_servant,higher_education,married,house_/_apartment,-17767,-3804,1,0,0,0,cooking_staff,2.0
37,0,5008980,f,n,y,0,112500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-22319,365243,1,0,0,0,,2.0
11578,0,5116801,m,n,y,1,225000.0,working,secondary_/_secondary_special,married,house_/_apartment,-16286,-1677,1,0,0,0,drivers,3.0
9395,0,5096547,f,y,n,0,216000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14775,-4327,1,1,0,0,medicine_staff,2.0
8502,0,5091142,f,n,n,2,90000.0,working,secondary_/_secondary_special,married,house_/_apartment,-15775,-7888,1,1,0,0,,4.0
7204,0,5068811,f,n,y,0,315000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14419,-2423,1,0,0,0,,2.0
9721,0,5100075,f,y,y,0,112500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-21797,365243,1,0,0,0,,2.0
9287,0,5096152,f,y,n,1,450000.0,pensioner,secondary_/_secondary_special,civil_marriage,house_/_apartment,-19772,365243,1,0,1,0,,3.0
9681,0,5099948,f,y,n,0,185400.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14747,-3229,1,0,0,0,laborers,2.0
12452,0,5125764,m,y,y,1,135000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-13030,-1626,1,0,1,0,laborers,3.0
5936,0,5062001,m,n,y,0,216000.0,state_servant,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-14298,-2207,1,0,0,0,core_staff,1.0
11202,0,5115792,f,n,y,1,135000.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-14578,-7346,1,0,0,0,laborers,2.0
988,0,5021967,f,n,n,1,103500.0,working,secondary_/_secondary_special,married,house_/_apartment,-11720,-1191,1,0,0,0,sales_staff,3.0
7238,0,5068919,f,n,y,1,112500.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-13541,-3427,1,0,0,0,core_staff,3.0
1857,0,5024598,f,n,y,0,630000.0,pensioner,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-21982,365243,1,0,1,0,,1.0
6069,0,5062291,f,y,y,0,225000.0,working,higher_education,married,house_/_apartment,-17795,-2450,1,0,0,1,managers,2.0
10822,0,5113874,f,n,n,0,90000.0,working,secondary_/_secondary_special,married,house_/_apartment,-16115,-985,1,0,0,0,sales_staff,2.0
7851,0,5089055,f,y,n,0,157500.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-17081,-2927,1,0,1,0,,2.0
1251,0,5022803,f,y,y,0,202500.0,working,higher_education,widow,house_/_apartment,-11998,-1497,1,0,0,0,managers,1.0
8051,0,5089657,f,n,n,0,99000.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-16378,-370,1,1,0,0,core_staff,1.0
10129,0,5105526,m,y,y,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-9955,-2036,1,0,0,0,,2.0
11909,0,5117751,m,y,n,0,306000.0,working,secondary_/_secondary_special,married,house_/_apartment,-16011,-1649,1,0,0,0,managers,2.0
5401,0,5056117,m,y,y,0,270000.0,commercial_associate,higher_education,married,house_/_apartment,-17702,-7128,1,1,1,0,managers,2.0
6535,0,5066791,m,y,n,1,157500.0,working,secondary_/_secondary_special,married,house_/_apartment,-15567,-2014,1,0,0,0,drivers,3.0
8488,0,5091101,m,n,y,0,198000.0,pensioner,higher_education,married,house_/_apartment,-24662,365243,1,0,0,0,,2.0
4834,0,5053230,f,n,y,0,121500.0,working,lower_secondary,married,house_/_apartment,-18423,-10794,1,0,0,0,,2.0
9155,0,5095627,f,n,n,1,171261.0,state_servant,secondary_/_secondary_special,single_/_not_married,rented_apartment,-9673,-493,1,0,0,0,medicine_staff,2.0
3952,0,5046178,f,n,n,1,202500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11447,-3030,1,0,0,0,laborers,3.0
2486,0,5029343,f,n,y,0,270000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-20110,365243,1,0,0,0,,2.0
2432,0,5029207,f,n,y,0,180000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-22115,365243,1,0,1,0,,2.0
14165,0,5145933,m,y,y,1,180000.0,commercial_associate,higher_education,married,house_/_apartment,-15131,-1466,1,0,0,1,,3.0
4011,1,5046343,m,n,y,1,180000.0,working,lower_secondary,married,house_/_apartment,-10581,-1692,1,1,0,0,,3.0
14849,0,5150046,f,y,y,0,54000.0,state_servant,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-8627,-1537,1,0,0,0,medicine_staff,1.0
14160,0,5145922,m,y,y,1,180000.0,commercial_associate,higher_education,married,house_/_apartment,-15131,-1466,1,0,0,1,,3.0
9066,0,5095279,f,y,y,0,126000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-10302,-734,1,0,0,0,core_staff,2.0
2861,0,5035619,m,n,y,0,94500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-23647,365243,1,0,1,0,,2.0
1310,0,5022985,f,y,y,0,225000.0,working,incomplete_higher,married,house_/_apartment,-18868,-11954,1,0,1,0,managers,2.0
4892,0,5053434,m,y,n,1,247500.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-14750,-89,1,0,0,0,drivers,3.0
1974,0,5024980,m,n,n,0,270000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14255,-762,1,1,1,1,drivers,2.0
11165,0,5115650,f,n,y,0,157500.0,pensioner,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-20681,365243,1,0,0,0,,1.0
11164,0,5115649,f,n,y,0,157500.0,pensioner,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-20681,365243,1,0,0,0,,1.0
3561,0,5041962,f,n,n,0,157500.0,working,secondary_/_secondary_special,civil_marriage,with_parents,-11009,-1434,1,1,1,0,low-skill_laborers,2.0
7576,0,5079136,f,n,y,2,67500.0,working,secondary_/_secondary_special,separated,house_/_apartment,-13868,-3008,1,1,0,0,sales_staff,3.0
2351,0,5028989,f,n,n,2,81000.0,working,lower_secondary,single_/_not_married,house_/_apartment,-15373,-2333,1,0,0,0,sales_staff,3.0
2552,0,5029562,f,y,y,0,202500.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-13354,-2727,1,0,0,0,laborers,1.0
8433,0,5090921,f,n,n,0,76500.0,working,secondary_/_secondary_special,married,house_/_apartment,-14234,-2896,1,1,0,0,laborers,2.0
10372,0,5111197,f,y,y,0,180000.0,working,secondary_/_secondary_special,married,house_/_apartment,-17455,-2642,1,0,0,0,sales_staff,2.0
12457,0,5125786,f,n,y,0,112500.0,working,secondary_/_secondary_special,married,house_/_apartment,-23360,-469,1,0,0,0,,2.0
6114,0,5062397,f,n,y,0,180000.0,working,secondary_/_secondary_special,separated,house_/_apartment,-14547,-4550,1,1,1,0,laborers,1.0
10115,0,5105497,m,y,y,0,202500.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-9343,-1457,1,0,0,0,waiters/barmen_staff,1.0
12145,0,5118360,f,n,n,0,135000.0,working,higher_education,married,house_/_apartment,-10675,-1284,1,1,0,0,core_staff,2.0
10739,0,5113623,m,n,n,0,225000.0,working,secondary_/_secondary_special,widow,municipal_apartment,-19406,-346,1,0,0,0,security_staff,1.0
1004,0,5022056,f,n,y,0,58500.0,working,secondary_/_secondary_special,married,house_/_apartment,-14731,-4931,1,0,0,1,laborers,2.0
9229,0,5095951,f,n,n,2,193500.0,working,higher_education,married,with_parents,-15011,-7614,1,1,1,0,,4.0
12061,0,5118196,f,n,n,0,171000.0,working,secondary_/_secondary_special,separated,office_apartment,-16241,-8862,1,1,0,0,drivers,1.0
12996,0,5135755,m,n,y,2,225000.0,state_servant,higher_education,married,house_/_apartment,-12839,-4584,1,0,0,0,,4.0
9353,0,5096362,f,n,n,2,148500.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-12765,-1374,1,0,0,0,sales_staff,4.0
12013,0,5118049,m,n,n,1,76500.0,working,secondary_/_secondary_special,married,house_/_apartment,-10257,-523,1,0,0,0,drivers,3.0
7074,0,5068364,f,y,y,1,270000.0,working,secondary_/_secondary_special,married,house_/_apartment,-14084,-3246,1,0,0,0,laborers,3.0
1050,0,5022199,m,y,y,3,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-11945,-735,1,0,0,1,laborers,5.0
4676,0,5052714,f,n,y,2,90000.0,working,higher_education,married,house_/_apartment,-12496,-597,1,0,0,0,,4.0
8030,0,5089572,f,n,n,0,202500.0,commercial_associate,higher_education,married,house_/_apartment,-11309,-2713,1,1,0,0,sales_staff,2.0
2480,0,5029324,f,n,y,0,202500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-23678,365243,1,0,0,0,,2.0
8978,0,5094944,f,y,n,0,45000.0,working,secondary_/_secondary_special,single_/_not_married,rented_apartment,-8988,-977,1,1,0,0,sales_staff,1.0
10446,0,5112761,f,y,n,1,315000.0,commercial_associate,higher_education,married,house_/_apartment,-11025,-2065,1,1,1,1,,3.0
11595,0,5116868,f,y,y,1,139500.0,working,secondary_/_secondary_special,married,house_/_apartment,-14628,-7735,1,0,0,0,security_staff,3.0
4960,0,5053654,f,n,y,2,360000.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-13576,-3560,1,0,0,0,sales_staff,3.0
12400,0,5125636,m,n,n,1,292500.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-15437,-7835,1,0,1,0,,3.0
6213,0,5062591,m,y,y,1,135000.0,state_servant,higher_education,married,house_/_apartment,-8972,-145,1,0,0,1,core_staff,3.0
1141,0,5022442,f,n,y,0,180000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-15914,-4354,1,0,1,0,sales_staff,2.0
5771,0,5061594,f,y,y,2,175500.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-18676,-532,1,0,0,0,core_staff,4.0
2378,0,5029062,m,y,y,2,675000.0,commercial_associate,higher_education,married,house_/_apartment,-13398,-3003,1,0,0,0,core_staff,4.0
8561,0,5091336,f,n,y,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-14773,-626,1,0,1,0,managers,2.0
495,0,5010417,m,y,n,1,270000.0,working,secondary_/_secondary_special,separated,house_/_apartment,-13425,-3143,1,0,0,0,drivers,2.0
10052,0,5105316,f,n,y,0,202500.0,commercial_associate,higher_education,single_/_not_married,co-op_apartment,-12196,-2218,1,0,0,0,accountants,1.0
1550,0,5023750,m,y,n,0,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11454,-1604,1,0,0,0,drivers,2.0
5761,0,5061569,f,n,n,0,189000.0,working,secondary_/_secondary_special,married,municipal_apartment,-18452,-137,1,0,0,0,laborers,2.0
9899,0,5104947,f,n,y,3,67500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-16694,-412,1,1,1,0,sales_staff,5.0
11368,0,5116250,f,n,y,0,315000.0,working,secondary_/_secondary_special,married,house_/_apartment,-22334,-14810,1,0,0,0,medicine_staff,2.0
4457,0,5050567,m,y,n,1,675000.0,working,secondary_/_secondary_special,married,municipal_apartment,-17157,-4549,1,0,1,1,managers,3.0
1762,0,5024379,m,n,y,0,270000.0,working,secondary_/_secondary_special,married,house_/_apartment,-12555,-1858,1,0,0,0,core_staff,2.0
9864,0,5104860,f,n,y,0,112500.0,working,higher_education,married,house_/_apartment,-12114,-4004,1,0,0,0,accountants,2.0
8903,0,5092393,m,y,y,1,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11050,-443,1,1,0,0,drivers,3.0
4004,0,5046325,f,n,y,1,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-15466,-2269,1,0,1,0,low-skill_laborers,3.0
12866,0,5132842,f,y,y,0,126000.0,working,lower_secondary,married,with_parents,-11719,-285,1,0,1,0,core_staff,2.0
5034,0,5053837,f,n,y,0,112500.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-18794,-6358,1,0,0,0,high_skill_tech_staff,2.0
1796,0,5024453,m,y,y,0,180000.0,working,secondary_/_secondary_special,married,house_/_apartment,-12604,-2620,1,1,1,0,managers,2.0
11380,0,5116282,f,n,n,0,112500.0,commercial_associate,lower_secondary,married,municipal_apartment,-19020,-231,1,0,0,0,sales_staff,2.0
5690,0,5061400,f,n,n,0,153000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-16354,365243,1,0,0,0,,1.0
8545,0,5091272,f,n,y,0,67500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-23441,365243,1,0,0,0,,2.0
12049,0,5118166,m,y,n,2,225000.0,working,secondary_/_secondary_special,married,house_/_apartment,-12801,-4357,1,0,0,0,laborers,4.0
818,0,5021419,f,n,y,0,270000.0,working,secondary_/_secondary_special,married,house_/_apartment,-20066,-3988,1,1,1,0,private_service_staff,2.0
942,0,5021838,f,n,y,0,157500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-20359,365243,1,0,0,1,,2.0
388,0,5010090,f,n,n,0,225000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-10304,-1682,1,0,0,0,laborers,2.0
237,0,5009623,m,y,n,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-19056,-99,1,1,0,0,drivers,2.0
2625,0,5029789,f,n,y,0,112500.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-21215,-808,1,0,0,0,medicine_staff,2.0
7601,0,5079222,m,n,y,0,99000.0,pensioner,secondary_/_secondary_special,civil_marriage,house_/_apartment,-22600,365243,1,0,0,0,,2.0
3570,0,5041981,f,n,n,0,211500.0,commercial_associate,higher_education,married,with_parents,-14636,-4690,1,1,1,0,laborers,2.0
10382,0,5112611,f,n,y,0,135000.0,state_servant,higher_education,married,house_/_apartment,-18964,-8671,1,0,1,0,core_staff,2.0
4366,0,5048456,f,n,n,0,135000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-16989,-3444,1,0,0,0,,2.0
7917,0,5089248,f,n,n,0,225000.0,working,higher_education,single_/_not_married,house_/_apartment,-10809,-3900,1,0,1,0,laborers,1.0
3077,0,5037132,f,n,y,1,85500.0,working,secondary_/_secondary_special,separated,house_/_apartment,-15385,-1132,1,0,0,0,cooking_staff,2.0
5655,0,5061332,f,y,y,1,135000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-13399,-1386,1,0,0,0,high_skill_tech_staff,3.0
9159,0,5095631,m,y,n,1,180000.0,working,higher_education,married,house_/_apartment,-11178,-219,1,0,0,0,drivers,3.0
6916,0,5067881,m,y,y,1,315000.0,working,secondary_/_secondary_special,married,house_/_apartment,-17543,-2851,1,0,1,0,drivers,3.0
3366,0,5041387,f,y,y,0,135000.0,working,secondary_/_secondary_special,married,with_parents,-15131,-6456,1,0,0,0,core_staff,2.0
5445,0,5058286,f,n,y,0,306000.0,commercial_associate,higher_education,married,house_/_apartment,-14897,-3435,1,1,1,1,,2.0
5178,0,5054210,m,y,n,2,171000.0,working,secondary_/_secondary_special,married,with_parents,-11301,-2250,1,1,0,0,laborers,4.0
12531,0,5126002,m,y,y,2,171000.0,working,secondary_/_secondary_special,married,house_/_apartment,-13344,-1230,1,0,0,0,core_staff,4.0
2948,0,5036644,f,y,n,0,135000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-10317,-2178,1,0,0,0,core_staff,2.0
12660,0,5126352,m,n,n,1,157500.0,working,higher_education,married,house_/_apartment,-12348,-380,1,0,1,0,,3.0
11041,0,5114574,f,n,y,2,157500.0,working,higher_education,single_/_not_married,house_/_apartment,-18518,-1989,1,0,0,0,,3.0
10944,0,5114249,m,n,n,1,130500.0,working,incomplete_higher,married,rented_apartment,-11331,-1808,1,1,1,0,,3.0
1470,0,5023521,m,y,y,1,112500.0,working,higher_education,married,house_/_apartment,-16023,-965,1,0,1,0,drivers,3.0
12778,0,5126702,f,n,y,0,112500.0,pensioner,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-20132,365243,1,0,1,0,,1.0
11548,0,5116725,f,n,n,1,202500.0,working,higher_education,married,municipal_apartment,-12131,-793,1,0,0,0,,3.0
1916,0,5024789,f,n,y,0,225000.0,pensioner,higher_education,married,house_/_apartment,-23868,365243,1,0,0,0,,2.0
13168,0,5137104,f,y,n,0,360000.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-18577,-108,1,1,1,0,medicine_staff,2.0
7370,0,5069312,m,n,y,0,495000.0,commercial_associate,secondary_/_secondary_special,civil_marriage,house_/_apartment,-16741,-658,1,0,0,0,managers,2.0
2927,0,5036596,f,n,n,1,76500.0,commercial_associate,secondary_/_secondary_special,civil_marriage,with_parents,-10835,-1358,1,0,0,0,sales_staff,3.0
11149,0,5115615,f,n,y,0,67500.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-20798,365243,1,0,1,0,,1.0
8991,0,5094980,f,n,y,0,292500.0,commercial_associate,higher_education,married,house_/_apartment,-17520,-9225,1,0,1,0,managers,2.0
2314,0,5028891,m,y,y,0,270000.0,working,lower_secondary,separated,house_/_apartment,-19164,-3825,1,1,0,0,laborers,1.0
14790,0,5149838,f,n,y,0,157500.0,pensioner,higher_education,married,house_/_apartment,-12387,-1325,1,0,1,1,medicine_staff,2.0
14784,0,5149818,f,n,y,0,180000.0,working,secondary_/_secondary_special,married,house_/_apartment,-19973,-5311,1,0,0,0,sales_staff,2.0
11707,0,5117175,f,n,y,0,252000.0,pensioner,higher_education,married,house_/_apartment,-23053,365243,1,0,0,0,,2.0
6160,0,5062474,f,n,y,0,90000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-24764,365243,1,0,0,0,,1.0
581,0,5010707,m,y,n,0,202500.0,working,secondary_/_secondary_special,married,house_/_apartment,-15862,-5061,1,0,1,0,drivers,2.0
14817,0,5149950,f,n,y,0,180000.0,working,higher_education,married,house_/_apartment,-22228,-686,1,1,1,0,high_skill_tech_staff,2.0
14612,0,5149301,f,y,y,0,247500.0,commercial_associate,higher_education,married,house_/_apartment,-14462,-1871,1,0,1,1,,2.0
12274,0,5125141,f,n,y,0,202500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-22936,365243,1,0,0,0,,2.0
8718,0,5091792,m,y,y,1,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-15216,-2969,1,1,0,0,low-skill_laborers,3.0
5781,0,5061612,m,y,y,1,225000.0,working,secondary_/_secondary_special,married,house_/_apartment,-11378,-867,1,0,1,0,drivers,3.0
3941,0,5046137,m,n,n,0,225000.0,commercial_associate,secondary_/_secondary_special,separated,rented_apartment,-17755,-4338,1,0,0,0,drivers,1.0
6628,0,5067102,f,n,n,0,180000.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,municipal_apartment,-16761,-4534,1,0,0,0,sales_staff,1.0
11553,0,5116735,m,y,y,0,180000.0,pensioner,secondary_/_secondary_special,civil_marriage,house_/_apartment,-24780,365243,1,0,0,0,,2.0
777,0,5021276,m,y,y,0,110250.0,working,higher_education,single_/_not_married,house_/_apartment,-14129,-5758,1,0,0,0,,1.0
8014,0,5089538,f,y,n,0,180000.0,working,secondary_/_secondary_special,married,house_/_apartment,-18341,-5574,1,1,1,0,laborers,2.0
13618,0,5142389,m,y,y,0,135000.0,working,academic_degree,married,house_/_apartment,-22541,-195,1,0,1,0,,2.0
7942,0,5089323,f,n,n,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-10788,-2927,1,0,0,0,sales_staff,2.0
14539,0,5149086,f,n,y,0,76500.0,working,secondary_/_secondary_special,married,house_/_apartment,-16347,-1812,1,0,0,0,sales_staff,2.0
11992,0,5117995,m,y,n,0,108000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-22953,365243,1,0,0,0,,2.0
21,0,5008876,f,n,y,2,126000.0,commercial_associate,higher_education,married,house_/_apartment,-12411,-1773,1,0,0,1,managers,4.0
13883,0,5143074,f,y,n,1,157500.0,working,higher_education,married,house_/_apartment,-9697,-257,1,0,0,0,sales_staff,3.0
481,0,5010366,f,y,y,1,157500.0,working,higher_education,separated,house_/_apartment,-9800,-2109,1,0,0,1,medicine_staff,2.0
8301,0,5090471,f,n,y,0,180000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-19945,365243,1,0,0,0,,2.0
11142,0,5115592,f,y,y,0,463500.0,working,higher_education,married,house_/_apartment,-20848,-4090,1,1,1,0,managers,2.0
4508,0,5050758,m,n,n,0,247500.0,working,secondary_/_secondary_special,married,house_/_apartment,-17974,-1413,1,0,0,0,drivers,2.0
4493,0,5050695,f,y,n,0,225000.0,state_servant,higher_education,married,house_/_apartment,-9699,-2478,1,0,0,0,,2.0
13880,0,5143067,f,y,n,1,157500.0,working,higher_education,married,house_/_apartment,-9697,-257,1,0,0,0,sales_staff,3.0
1646,0,5024063,m,n,n,3,135000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-10980,-2893,1,0,0,0,core_staff,5.0
7290,0,5069061,m,y,n,0,225000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-17762,-2484,1,0,0,0,laborers,2.0
0,0,5008806,m,y,y,0,112500.0,working,secondary_/_secondary_special,married,house_/_apartment,-21474,-1134,1,0,0,0,security_staff,2.0
108,0,5009240,m,y,n,0,157500.0,working,incomplete_higher,married,with_parents,-10611,-982,1,0,1,0,drivers,2.0
1549,0,5023749,m,y,n,0,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11454,-1604,1,0,0,0,drivers,2.0
12624,0,5126262,f,n,n,2,72000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-12417,-2265,1,1,0,0,sales_staff,4.0
11395,0,5116308,f,n,y,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-20111,-10290,1,0,0,0,medicine_staff,2.0
1750,0,5024344,m,y,y,0,585000.0,commercial_associate,secondary_/_secondary_special,married,with_parents,-16653,-1646,1,0,0,0,drivers,2.0
14854,0,5150064,m,n,y,0,225000.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-10530,-2328,1,0,0,0,laborers,1.0
14449,0,5148823,f,n,y,1,225000.0,working,secondary_/_secondary_special,married,house_/_apartment,-14357,-3120,1,1,1,0,sales_staff,3.0
10263,0,5105963,f,y,n,1,225000.0,commercial_associate,higher_education,civil_marriage,with_parents,-9932,-668,1,0,1,1,accountants,3.0
11205,0,5115801,f,n,y,0,202500.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-10752,-590,1,1,0,0,,1.0
1917,0,5024791,f,n,y,0,225000.0,pensioner,higher_education,married,house_/_apartment,-23868,365243,1,0,0,0,,2.0
8391,0,5090783,f,n,y,0,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-16562,-1043,1,0,0,0,security_staff,2.0
5428,0,5056225,f,n,n,1,180000.0,working,secondary_/_secondary_special,married,with_parents,-10774,-2592,1,0,0,0,,3.0
4660,0,5052669,f,y,n,0,247500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-15932,-4490,1,0,0,0,high_skill_tech_staff,2.0
6464,0,5066496,f,n,n,1,112500.0,working,higher_education,civil_marriage,with_parents,-12076,-5362,1,0,1,1,laborers,3.0
14450,0,5148824,f,n,y,1,225000.0,working,secondary_/_secondary_special,married,house_/_apartment,-14357,-3120,1,1,1,0,sales_staff,3.0
1192,0,5022658,f,n,y,0,202500.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-22060,365243,1,0,1,0,,1.0
13463,0,5139914,f,n,n,2,112500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-12189,-309,1,0,0,0,sales_staff,4.0
2588,0,5029667,f,n,n,0,67500.0,working,secondary_/_secondary_special,married,house_/_apartment,-18401,-2149,1,0,0,0,laborers,2.0
4413,0,5048617,m,y,y,0,315000.0,commercial_associate,higher_education,married,office_apartment,-13630,-4387,1,0,0,0,core_staff,2.0
704,0,5011005,f,y,y,0,157500.0,working,secondary_/_secondary_special,married,house_/_apartment,-10737,-2078,1,0,0,1,sales_staff,2.0
10753,0,5113667,f,n,y,0,148500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-19276,365243,1,0,0,0,,2.0
4973,0,5053676,f,y,y,0,225000.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-12075,-1430,1,0,1,0,high_skill_tech_staff,1.0
